experiment,suite,condition,environment,model,phase,action_family,metric,seed_count,mean,sd,ci95_low,ci95_high,minimum,maximum
autonomy,autonomy,contextual_policy,opaque_dependency_l8,none,training,opaque,runtime_seconds,30,0.0006342747251022956,3.961354003038827e-05,0.0006202649484291518,0.0006484802033892872,0.0005324023494904395,0.0007259748501819559
autonomy,autonomy,contextual_policy,opaque_dependency_l8,none,training,opaque,real_transitions,30,8.0,0.0,8.0,8.0,8.0,8.0
autonomy,autonomy,contextual_policy,opaque_dependency_l8,none,training,opaque,imagined_transitions,30,0.0,0.0,0.0,0.0,0.0,0.0
autonomy,autonomy,contextual_policy,opaque_dependency_l8,none,training,opaque,action_proposals,30,8.0,0.0,8.0,8.0,8.0,8.0
autonomy,autonomy,contextual_policy,opaque_dependency_l8,none,training,opaque,repeat_rate,30,0.0,0.0,0.0,0.0,0.0,0.0
autonomy,autonomy,contextual_policy,opaque_dependency_l8,none,training,opaque,error_rate,30,0.0,0.0,0.0,0.0,0.0,0.0
autonomy,autonomy,contextual_policy,opaque_dependency_l8,none,training,opaque,learning_auc,30,0.1673670168417542,0.07703181872305383,0.1416875104218776,0.19494747373686844,0.05302651325662831,0.3136568284142071
autonomy,autonomy,contextual_policy,opaque_dependency_l8,none,training,opaque,final_tail_success,30,0.2935,0.1408175023408569,0.24616666666666667,0.3468333333333333,0.095,0.565
autonomy,autonomy,contextual_policy,opaque_dependency_l8,none,training,opaque,first_success_real_transitions,30,1274.9333333333334,990.395773671186,953.0666666666667,1628.5333333333333,64.0,3728.0
autonomy,autonomy,dqn,opaque_dependency_l4,dqn:cuda,evaluation_seen,opaque,success,30,0.1,0.1408104619937615,0.05,0.15,0.0,0.5
autonomy,autonomy,dqn,opaque_dependency_l4,dqn:cuda,evaluation_seen,opaque,steps,30,4.0,0.0,4.0,4.0,4.0,4.0
autonomy,autonomy,dqn,opaque_dependency_l4,dqn:cuda,evaluation_seen,opaque,high_level_steps,30,4.0,0.0,4.0,4.0,4.0,4.0
