experiment,suite,condition,environment,model,phase,action_family,metric,seed_count,mean,sd,ci95_low,ci95_high,minimum,maximum
creativity,creativity,novelty_search,multi_solution_dependency,online,evaluation_unseen_adaptation,causal_effect_graph,action_proposals,30,3.3333333333333335,0.0,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335
creativity,creativity,novelty_search,multi_solution_dependency,online,evaluation_unseen_adaptation,causal_effect_graph,novelty_score,30,1.0,0.0,1.0,1.0,1.0,1.0
creativity,creativity,novelty_search,multi_solution_dependency,online,evaluation_unseen_adaptation,causal_effect_graph,repeat_rate,30,0.0,0.0,0.0,0.0,0.0,0.0
creativity,creativity,novelty_search,multi_solution_dependency,online,evaluation_unseen_adaptation,causal_effect_graph,error_rate,30,0.0,0.0,0.0,0.0,0.0,0.0
creativity,creativity,novelty_search,multi_solution_dependency,online,training,causal_effect_graph,success,30,1.0,0.0,1.0,1.0,1.0,1.0
creativity,creativity,novelty_search,multi_solution_dependency,online,training,causal_effect_graph,steps,30,3.155533333333333,0.033809540923698825,3.143733333333333,3.167533333333333,3.08,3.21
creativity,creativity,novelty_search,multi_solution_dependency,online,training,causal_effect_graph,high_level_steps,30,3.155533333333333,0.033809540923698825,3.143466666666667,3.167466666666667,3.08,3.21
creativity,creativity,novelty_search,multi_solution_dependency,online,training,causal_effect_graph,primitive_steps,30,3.155533333333333,0.033809540923698825,3.1436,3.167866666666667,3.08,3.21
creativity,creativity,novelty_search,multi_solution_dependency,online,training,causal_effect_graph,reward,30,1.0,0.0,1.0,1.0,1.0,1.0
creativity,creativity,novelty_search,multi_solution_dependency,online,training,causal_effect_graph,errors,30,0.0,0.0,0.0,0.0,0.0,0.0
creativity,creativity,novelty_search,multi_solution_dependency,online,training,causal_effect_graph,repeats,30,0.0,0.0,0.0,0.0,0.0,0.0
creativity,creativity,novelty_search,multi_solution_dependency,online,training,causal_effect_graph,imagined_nodes,30,0.0,0.0,0.0,0.0,0.0,0.0
creativity,creativity,novelty_search,multi_solution_dependency,online,training,causal_effect_graph,actual_return,30,1.0,0.0,1.0,1.0,1.0,1.0
